customerid,city,zip_code,latitude,longitude,gender,senior_citizen,partner,dependents,tenure_months,phone_service,multiple_lines,internet_service,online_security,online_backup,device_protection,tech_support,streaming_tv,streaming_movies,contract,paperless_billing,payment_method,monthly_charges,churn_label,churn_value,county
7218-HKQFK,Homeland,92548,33.761894,-117.120868,Male,No,Yes,No,2,Yes,No,Fiber optic,No,No,No,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,94.2,Yes,1,Riverside County
4636-QRJKY,Idyllwild,92549,33.755039,-116.741796,Female,No,Yes,No,6,Yes,Yes,Fiber optic,No,No,No,Yes,No,No,Month-to-month,Yes,Electronic check,80.5,Yes,1,Riverside County
5956-VKDTT,Moreno Valley,92557,33.970661,-117.255039,Female,Yes,Yes,No,5,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,74.35,Yes,1,Riverside County
9412-GHEEC,Murrieta,92563,33.581045,-117.14719,Male,No,No,No,40,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,Month-to-month,No,Bank transfer (automatic),104.8,Yes,1,Riverside County
0257-ZESQC,Perris,92571,33.828289,-117.201666,Female,Yes,Yes,No,27,Yes,No,Fiber optic,Yes,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),75.2,Yes,1,Riverside County
6825-UYPFK,Sun City,92586,33.707483,-117.200006,Female,No,No,No,23,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Bank transfer (automatic),75.6,Yes,1,Riverside County
8397-MVTAZ,Sun City,92587,33.69887,-117.25071,Male,No,Yes,No,34,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,100.05,Yes,1,Riverside County
9282-IZGQK,Irvine,92612,33.643095,-117.810896,Female,No,No,No,1,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,85.0,Yes,1,Orange County
1342-JPNKI,Lake Forest,92630,33.644849,-117.684254,Male,No,No,No,10,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),86.05,Yes,1,Orange County
2817-NTQDO,Huntington Beach,92646,33.666301,-117.969501,Male,No,No,No,13,No,No phone service,DSL,Yes,No,No,Yes,Yes,No,Month-to-month,Yes,Credit card (automatic),45.55,Yes,1,Orange County
6986-IJDHX,Huntington Beach,92648,33.679659,-118.016195,Male,No,Yes,No,39,Yes,No,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,Yes,Mailed check,86.3,Yes,1,Orange County
5301-GAUUY,Newport Beach,92661,33.601309,-117.902304,Male,No,No,No,32,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),80.35,Yes,1,Orange County
0939-YAPAF,Santa Ana,92701,33.748478,-117.858918,Female,No,No,No,35,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,100.25,Yes,1,Orange County
4710-FDUIZ,Santa Ana,92707,33.714829,-117.872941,Male,No,Yes,No,56,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,One year,No,Credit card (automatic),100.3,Yes,1,Orange County
1218-VKFPE,Anaheim,92805,33.830209,-117.906099,Female,No,Yes,No,12,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,19.0,Yes,1,Orange County
3627-FHKBK,Anaheim,92806,33.83796,-117.870494,Female,No,No,No,1,Yes,No,Fiber optic,Yes,No,No,No,No,No,Month-to-month,No,Mailed check,75.3,Yes,1,Orange County
2865-TCHJW,Anaheim,92807,33.848733,-117.788357,Female,Yes,No,No,4,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,89.2,Yes,1,Orange County
5192-EBGOV,Brea,92823,33.924143,-117.79387,Female,Yes,No,No,1,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,85.7,Yes,1,Orange County
0719-SYFRB,Norco,92860,33.925833,-117.559639,Female,No,No,No,12,Yes,Yes,DSL,Yes,No,Yes,Yes,No,No,Month-to-month,Yes,Mailed check,61.65,Yes,1,Riverside County
3419-SNJJD,Yorba Linda,92887,33.884073,-117.732197,Female,Yes,Yes,No,65,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,Yes,Month-to-month,No,Bank transfer (automatic),105.25,Yes,1,Orange County
6543-CPZMK,Ventura,93001,34.360261,-119.306383,Male,No,Yes,No,9,No,No phone service,DSL,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,29.95,Yes,1,Ventura County
4765-OXPPD,Ventura,93003,34.279221,-119.221437,Female,No,Yes,No,9,Yes,No,DSL,Yes,Yes,Yes,Yes,No,No,Month-to-month,No,Mailed check,65.0,Yes,1,Ventura County
1009-IRMNA,Port Hueneme,93041,34.110124,-119.100972,Female,No,No,No,7,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),20.0,Yes,1,Ventura County
4554-YGZIH,Summerland,93067,34.420998,-119.60137,Male,Yes,Yes,No,49,Yes,Yes,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,No,Credit card (automatic),90.05,Yes,1,Santa Barbara County
5099-BAILX,Santa Barbara,93101,34.419203,-119.710008,Male,Yes,Yes,No,43,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),110.75,Yes,1,Santa Barbara County
7207-RMRDB,Santa Barbara,93110,34.437945,-119.77191,Female,No,Yes,No,65,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,105.5,Yes,1,Santa Barbara County
4913-EHYUI,Alpaugh,93201,35.869626,-119.498771,Male,Yes,Yes,No,56,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,Yes,One year,Yes,Bank transfer (automatic),104.55,Yes,1,Tulare County
0195-IESCP,Armona,93202,36.315979,-119.710852,Male,No,Yes,No,10,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,85.25,Yes,1,Kings County
4580-TMHJU,Avenal,93204,35.916943,-120.129921,Female,No,Yes,No,43,Yes,No,DSL,No,No,No,No,Yes,No,Month-to-month,No,Electronic check,56.15,Yes,1,Kings County
0970-ETWGE,Bodfish,93205,35.523991,-118.400432,Male,No,No,No,1,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,89.55,Yes,1,Kern County
1626-ERCMM,Camp Nelson,93208,36.057458,-118.591951,Male,Yes,Yes,No,20,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,94.55,Yes,1,Tulare County
0887-HJGAR,Coalinga,93210,36.186867,-120.387793,Male,No,No,No,1,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,45.7,Yes,1,Fresno County
5644-PDMZC,Delano,93215,35.772244,-119.209689,Female,Yes,No,No,2,Yes,Yes,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,No,Electronic check,89.5,Yes,1,Kern County
9576-ANLXO,Earlimart,93219,35.858054,-119.305858,Female,No,No,No,3,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),69.55,Yes,1,Tulare County
2024-BASKD,Exeter,93221,36.301689,-119.018233,Female,No,No,No,1,Yes,No,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Mailed check,74.6,Yes,1,Tulare County
4160-AMJTL,Fellows,93224,35.215731,-119.57013,Female,Yes,No,No,8,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,19.65,Yes,1,Kern County
4464-JCOLN,Huron,93234,36.217864,-120.080117,Male,No,Yes,No,2,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,19.85,Yes,1,Fresno County
5650-VDUDS,Kernville,93238,35.852892,-118.397782,Female,No,No,No,4,No,No phone service,DSL,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,24.25,Yes,1,Kern County
7538-GWHML,Lemon Cove,93244,36.462671,-118.997291,Female,No,No,No,2,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Electronic check,69.65,Yes,1,Tulare County
3859-CVCET,Lindsay,93247,36.205465,-119.085807,Female,No,No,No,4,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Mailed check,45.65,Yes,1,Tulare County
3276-HDUEG,Maricopa,93252,34.737031,-119.460557,Female,No,No,No,1,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,75.05,Yes,1,Kern County
0823-HSCDJ,Onyx,93255,35.676978,-118.101378,Male,Yes,No,No,52,No,No phone service,DSL,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,49.15,Yes,1,Kern County
0822-GAVAP,Posey,93260,35.861928,-118.636698,Female,No,No,No,2,No,No phone service,DSL,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,34.7,Yes,1,Tulare County
1448-PWKYE,Shafter,93263,35.490705,-119.286833,Male,No,Yes,No,1,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,No,Electronic check,80.0,Yes,1,Kern County
0067-DKWBL,Tipton,93272,36.047414,-119.344304,Male,Yes,No,No,2,Yes,No,DSL,Yes,No,No,No,No,No,Month-to-month,Yes,Electronic check,49.25,Yes,1,Tulare County
2276-YDAVZ,Wofford Heights,93285,35.690535,-118.552784,Female,No,No,No,3,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),75.1,Yes,1,Kern County
5896-NPFWW,Visalia,93292,36.37559,-119.211689,Male,No,Yes,No,3,Yes,No,DSL,No,No,Yes,No,No,No,Month-to-month,Yes,Electronic check,50.15,Yes,1,Tulare County
7133-VBDCG,Bakersfield,93311,35.16207,-119.194488,Female,No,No,No,25,Yes,No,Fiber optic,Yes,Yes,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),79.85,Yes,1,Kern County
1029-QFBEN,San Luis Obispo,93405,35.236549,-120.727344,Male,No,No,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,19.55,Yes,1,San Luis Obispo County
4952-YSOGZ,Lompoc,93436,34.601055,-120.382917,Female,No,Yes,No,4,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,85.95,Yes,1,Santa Barbara County
1589-AGTLK,Lompoc,93437,34.757477,-120.550507,Male,No,No,No,3,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,45.35,Yes,1,Santa Barbara County
5244-IRFIH,Los Alamos,93440,34.758699,-120.275839,Male,Yes,Yes,No,33,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,94.5,Yes,1,Santa Barbara County
2684-EIWEO,Oceano,93445,35.059695,-120.604741,Female,Yes,No,No,30,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,No,No,Month-to-month,No,Credit card (automatic),91.7,Yes,1,San Luis Obispo County
6439-GTPCA,Pismo Beach,93449,35.165668,-120.655842,Female,No,No,No,45,Yes,Yes,Fiber optic,No,No,Yes,Yes,No,No,Month-to-month,Yes,Electronic check,87.25,Yes,1,San Luis Obispo County
5138-WVKYJ,Mojave,93501,35.097323,-118.171288,Male,No,No,No,10,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,Yes,Month-to-month,No,Electronic check,98.55,Yes,1,Kern County
6683-VLCTZ,Johannesburg,93528,35.363339,-117.637641,Male,Yes,No,No,20,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,98.55,Yes,1,Kern County
2189-WWOEW,Keene,93531,35.214982,-118.59049,Female,No,No,No,15,Yes,No,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),85.9,Yes,1,Kern County
1894-IGFSG,Lancaster,93535,34.712708,-117.889656,Female,No,No,No,22,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,No,Electronic check,89.25,Yes,1,Los Angeles County
7379-POKDZ,Lancaster,93536,34.741406,-118.38111,Male,No,Yes,No,3,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,70.3,Yes,1,Los Angeles County
0236-HFWSV,Palmdale,93552,34.557711,-118.029441,Male,No,No,No,15,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,93.35,Yes,1,Los Angeles County
3900-AQPHZ,Pearblossom,93553,34.445239,-117.894868,Female,No,No,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,19.9,Yes,1,Los Angeles County
5842-POCOP,Randsburg,93554,35.405722,-117.773354,Female,No,Yes,No,5,Yes,No,Fiber optic,Yes,No,Yes,No,No,Yes,Month-to-month,Yes,Mailed check,88.9,Yes,1,Kern County
2037-XJFUP,Ridgecrest,93555,35.603913,-117.67828,Male,No,Yes,No,33,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,One year,Yes,Electronic check,95.8,Yes,1,Kern County
7314-OXENN,Trona,93562,35.74837,-117.384948,Male,No,No,No,2,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,82.0,Yes,1,San Bernardino County
0322-CHQRU,Palmdale,93591,34.598221,-117.79593,Male,No,No,No,2,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Electronic check,45.35,Yes,1,Los Angeles County
4678-DVQEO,Bass Lake,93604,37.458367,-119.345011,Female,No,No,No,1,Yes,No,DSL,No,No,No,Yes,No,No,Month-to-month,Yes,Electronic check,52.2,Yes,1,Madera County
0691-IFBQW,Biola,93606,36.798882,-120.019511,Female,Yes,No,No,46,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,One year,Yes,Electronic check,110.0,Yes,1,Fresno County
3009-JWMPU,Five Points,93624,36.397745,-120.119911,Male,No,No,No,62,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,One year,Yes,Electronic check,96.75,Yes,1,Fresno County
1450-GALXR,Friant,93626,37.027663,-119.69056,Female,No,No,No,10,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,98.5,Yes,1,Fresno County
3138-BKYAV,Kerman,93630,36.727418,-120.123526,Male,No,No,No,6,Yes,No,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,Yes,Electronic check,85.35,Yes,1,Fresno County
4289-DTDKW,Madera,93637,36.902954,-120.194274,Male,No,Yes,No,40,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,101.3,Yes,1,Madera County
1820-TQVEV,Madera,93638,37.004068,-119.930027,Male,No,No,No,1,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,69.55,Yes,1,Madera County
2239-JALAW,Mendota,93640,36.687292,-120.437354,Male,No,No,No,58,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,One year,Yes,Bank transfer (automatic),103.25,Yes,1,Fresno County
4853-RULSV,Miramonte,93641,36.696759,-119.024051,Male,No,No,No,70,Yes,Yes,Fiber optic,Yes,No,No,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),104.0,Yes,1,Fresno County
6275-YDUVO,Orosi,93647,36.600185,-119.175655,Female,No,No,No,2,Yes,No,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,Yes,Mailed check,86.2,Yes,1,Tulare County
0115-TFERT,Fresno,93650,36.841655,-119.797113,Male,No,Yes,No,21,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,111.2,Yes,1,Fresno County
2311-QYMUQ,San Joaquin,93660,36.600193,-120.153393,Female,No,Yes,No,16,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,No,Month-to-month,Yes,Credit card (automatic),89.45,Yes,1,Fresno County
3643-AHCFP,Selma,93662,36.545322,-119.642281,Male,Yes,Yes,No,7,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),95.6,Yes,1,Fresno County
3104-OWCGK,South Dos Palos,93665,36.959731,-120.653519,Male,No,Yes,No,60,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,No,One year,No,Electronic check,90.95,Yes,1,Merced County
9101-BWFSS,Tollhouse,93667,36.993666,-119.348267,Female,No,Yes,No,50,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,One year,No,Electronic check,108.55,Yes,1,Fresno County
9231-ZJYAM,Squaw Valley,93675,36.719141,-119.202677,Female,Yes,No,No,4,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,78.85,Yes,1,Fresno County
6982-SSHFK,Fresno,93703,36.768774,-119.762633,Male,No,No,No,1,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Mailed check,44.4,Yes,1,Fresno County
0727-BMPLR,Fresno,93706,36.654614,-119.903674,Female,Yes,No,No,55,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,One year,Yes,Electronic check,100.0,Yes,1,Fresno County
1038-ZAGBI,Fresno,93711,36.833002,-119.82947,Female,No,Yes,No,12,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),19.8,Yes,1,Fresno County
3027-ZTDHO,Fresno,93721,36.732694,-119.783786,Male,No,No,No,1,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,89.9,Yes,1,Fresno County
2382-BCKQJ,Big Sur,93920,36.092975,-121.549826,Female,No,No,No,62,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,One year,Yes,Electronic check,100.15,Yes,1,Monterey County
2207-NHRJK,Carmel,93923,36.460611,-121.852507,Male,No,No,No,1,Yes,No,DSL,No,Yes,No,No,No,No,Month-to-month,No,Electronic check,50.8,Yes,1,Monterey County
0947-MUGVO,Jolon,93928,35.930782,-121.189757,Male,Yes,Yes,No,20,Yes,No,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,73.65,Yes,1,Monterey County
9944-HKVVB,King City,93930,36.220761,-120.980777,Female,No,No,No,3,Yes,No,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,95.1,Yes,1,Monterey County
4124-MMETB,Lockwood,93932,35.989792,-121.055933,Male,No,No,No,22,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),94.65,Yes,1,Monterey County
3671-SHRSP,Marina,93933,36.689582,-121.758398,Male,No,Yes,No,4,Yes,No,Fiber optic,No,No,Yes,Yes,No,No,Month-to-month,Yes,Mailed check,80.6,Yes,1,Monterey County
3313-QKNKB,Pebble Beach,93953,36.587497,-121.944815,Male,No,Yes,No,59,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,One year,No,Electronic check,85.55,Yes,1,Monterey County
5073-WXOYN,Belmont,94002,37.509366,-122.306132,Female,No,No,No,60,No,No phone service,DSL,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,50.8,Yes,1,San Mateo County
0207-MDKNV,Daly City,94014,37.691561,-122.445202,Female,No,No,No,15,Yes,No,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,Month-to-month,No,Electronic check,105.1,Yes,1,San Mateo County
9851-KIELU,Loma Mar,94021,37.266388,-122.26308,Male,No,No,No,10,Yes,No,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,110.1,Yes,1,San Mateo County
3908-BLSYF,Los Altos,94024,37.352911,-122.093002,Female,No,No,No,6,Yes,No,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,No,Electronic check,83.9,Yes,1,Santa Clara County
7549-MYGPK,Mountain View,94040,37.380662,-122.086022,Female,No,Yes,No,63,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,100.55,Yes,1,Santa Clara County
3804-RVTGV,Mountain View,94043,37.419725,-122.062947,Male,No,Yes,No,50,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),103.85,Yes,1,Santa Clara County
9227-LUNBG,Pescadero,94060,37.22565,-122.297533,Female,No,No,No,1,No,No phone service,DSL,No,No,No,No,No,No,Month-to-month,No,Electronic check,24.6,Yes,1,San Mateo County
4315-MURBD,San Bruno,94066,37.624436,-122.430661,Female,No,No,No,12,Yes,No,Fiber optic,Yes,No,No,Yes,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),98.9,Yes,1,San Mateo County
9734-YWGEX,South San Francisco,94080,37.654436,-122.426468,Female,No,No,No,9,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,No,Credit card (automatic),98.3,Yes,1,San Mateo County
2719-BDAQO,Sunnyvale,94086,37.378541,-122.020456,Male,No,No,No,17,Yes,No,Fiber optic,Yes,No,No,No,Yes,Yes,Month-to-month,No,Electronic check,93.85,Yes,1,Santa Clara County
0781-LKXBR,San Francisco,94102,37.7795,-122.419233,Male,Yes,No,No,9,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,100.5,Yes,1,San Francisco County
1907-UBQFC,San Francisco,94108,37.791998,-122.408653,Male,Yes,No,No,10,Yes,No,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,72.85,Yes,1,San Francisco County
6513-EECDB,San Francisco,94114,37.758085,-122.434801,Male,Yes,Yes,No,1,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,73.55,Yes,1,San Francisco County
7074-IEVOJ,San Francisco,94130,37.820894,-122.369725,Female,Yes,No,No,3,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,79.4,Yes,1,San Francisco County
9625-QSTYE,San Francisco,94131,37.746699,-122.442833,Female,No,No,No,13,Yes,No,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,Yes,Electronic check,81.15,Yes,1,San Francisco County
4750-ZRXIU,Palo Alto,94304,37.386978,-122.177746,Female,Yes,No,No,4,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,84.6,Yes,1,Santa Clara County
6400-BWQKW,San Mateo,94402,37.556634,-122.317723,Female,No,No,No,6,Yes,Yes,Fiber optic,Yes,No,No,No,No,No,Month-to-month,Yes,Electronic check,79.05,Yes,1,San Mateo County
6680-WKXRZ,Antioch,94509,37.980057,-121.801599,Female,No,No,No,3,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Bank transfer (automatic),74.4,Yes,1,Contra Costa County
7028-DVOIQ,Birds Landing,94512,38.140719,-121.838298,Male,Yes,No,No,35,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,99.05,Yes,1,Solano County
4208-UFFGW,Byron,94514,37.83323,-121.601461,Male,Yes,No,No,2,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Mailed check,44.95,Yes,1,Contra Costa County
9448-REEVD,Concord,94520,38.013825,-122.039144,Male,No,Yes,No,1,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Credit card (automatic),44.7,Yes,1,Contra Costa County
9117-SHLZX,Fremont,94538,37.505768,-121.962472,Male,No,No,No,1,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,45.7,Yes,1,Alameda County
9889-TMAHG,Fremont,94539,37.516791,-121.899117,Male,Yes,No,No,8,Yes,No,Fiber optic,Yes,No,No,Yes,Yes,Yes,Month-to-month,No,Credit card (automatic),100.3,Yes,1,Alameda County
4541-RMRLG,Hayward,94541,37.674002,-122.076796,Male,No,No,No,7,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,19.25,Yes,1,Alameda County
3158-MOERK,Hayward,94545,37.62984,-122.120843,Female,No,No,No,2,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,96.0,Yes,1,Alameda County
7294-TMAOP,Castro Valley,94546,37.708327,-122.083473,Female,No,No,No,1,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,No,Electronic check,90.55,Yes,1,Alameda County
8919-FYFQZ,Livermore,94550,37.571748,-121.659562,Male,Yes,Yes,No,44,No,No phone service,DSL,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,30.35,Yes,1,Alameda County
2834-JRTUA,Martinez,94553,38.014457,-122.115432,Male,No,No,No,71,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,Two year,Yes,Electronic check,108.05,Yes,1,Contra Costa County
5875-YPQFJ,Fremont,94555,37.555473,-122.080312,Male,No,No,No,1,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,69.9,Yes,1,Alameda County
6646-QVXLR,Napa,94558,38.489789,-122.27011,Male,Yes,Yes,No,62,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,One year,Yes,Electronic check,103.75,Yes,1,Napa County
8603-IJWDN,Pinole,94564,37.996462,-122.293716,Male,No,No,No,1,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,86.6,Yes,1,Contra Costa County
9369-XFEHK,Pleasanton,94566,37.633361,-121.862395,Female,Yes,Yes,No,33,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),80.6,Yes,1,Alameda County
